2,2,0,9,2,2,1,0.98409
2,2,0,10,1,1,1,0.74081
2,2,0,11,2,2,1,1.8391
2,2,0,12,4,4,1,0.7798
2,2,0,13,2,2,1,0.82819
2,2,0,14,1,1,1,0.6808
2,2,0,15,3,3,1,1.1134
2,2,0,16,4,4,1,1.6226
2,2,0,17,1,1,1,0.70617
2,2,0,18,4,4,1,0.82991
2,2,0,19,4,4,1,0.70397
2,2,0,20,3,3,1,1.6827
2,2,0,21,4,4,1,0.69037
2,2,0,22,2,2,1,1.0104
2,2,0,23,4,4,1,1.0729
2,2,0,24,4,4,1,0.80112
2,2,0,25,3,3,1,1.4945
2,2,0,26,1,1,1,0.8532
2,2,0,27,1,1,1,0.69992
2,2,0,28,2,2,1,0.93267
2,2,0,29,1,1,1,0.88291
2,2,0,30,1,1,1,0.60598
2,2,0,31,3,3,1,0.94953
2,2,0,32,4,4,1,1.0452
2,2,0,33,1,1,1,0.76586
2,2,0,34,2,4,0,1.6093
2,2,0,35,3,3,1,0.99261
2,2,0,36,2,2,1,0.97546
2,2,0,37,3,3,1,1.0079
2,2,0,38,4,4,1,1.9223
2,2,0,39,3,3,1,3.4799
2,2,0,40,1,1,1,2.8022
2,2,0,41,3,3,1,1.599
2,2,0,42,4,4,1,1.6312
2,2,0,43,2,2,1,1.214
2,2,0,44,2,2,1,1.6353
2,2,0,45,3,3,1,1.9018
2,2,0,46,2,2,1,1.7247
2,2,0,47,1,1,1,0.82379
2,2,0,48,3,3,1,2.3045
2,2,0,1,2,2,1,1.1692
2,2,0,2,2,2,1,1.3404
2,2,0,3,4,4,1,1.619
2,2,0,4,3,3,1,1.0152
2,2,0,5,4,4,1,1.1009
2,2,0,6,1,1,1,1.3396
2,2,0,7,3,3,1,1.9198
2,2,0,8,4,4,1,1.3841
2,2,0,9,1,1,1,1.9019
2,2,0,10,2,2,1,1.4101
2,2,0,11,2,2,1,1.2662
2,2,0,12,2,2,1,1.8593
2,2,0,13,4,4,1,1.4968
2,2,0,14,3,3,1,1.379
2,2,0,15,1,1,1,1.0378
2,2,0,16,2,2,1,1.8255
2,2,0,17,1,1,1,2.1446
2,2,0,18,4,4,1,1.1403
2,2,0,19,1,1,1,0.59057
2,2,0,20,1,1,1,1.227
2,2,0,21,4,4,1,1.4954
2,2,0,22,3,3,1,0.98546
2,2,0,23,3,3,1,1.0083
2,2,0,24,1,1,1,0.77675
2,2,0,25,2,2,1,1.578
2,2,0,26,3,3,1,1.3313
2,2,0,27,3,3,1,1.3111
2,2,0,28,4,4,1,1.1161
2,2,0,29,1,1,1,0.96983
2,2,0,30,2,2,1,2.0184
2,2,0,31,4,4,1,1.6503
2,2,0,32,3,3,1,2.1366
2,2,0,33,1,1,1,1.0254
2,2,0,34,4,4,1,1.5082
2,2,0,35,1,1,1,2.7273
2,2,0,36,3,3,1,1.6432
2,2,0,37,3,3,1,1.9777
2,2,0,38,2,2,1,2.0655
2,2,0,39,2,2,1,0.96866
2,2,0,40,4,4,1,1.3
2,2,0,1,3,3,1,1.4556
2,2,0,2,1,1,1,0.78118
2,2,0,3,4,4,1,1.0829
2,2,0,4,4,4,1,1.264
2,2,0,5,2,2,1,1.9652
2,2,0,6,2,2,1,0.8166
2,2,0,7,4,4,1,1.1309
2,2,0,8,1,1,1,0.85852
2,2,0,9,3,3,1,1.1195
