3,2,0,9,1,1,1,1.2
3,2,0,10,3,3,1,1.6363
3,2,0,11,3,3,1,1.431
3,2,0,12,4,4,1,1.6836
3,2,0,13,4,4,1,1.1554
3,2,0,14,4,4,1,1.3466
3,2,0,15,1,1,1,1.083
3,2,0,16,3,3,1,1.9481
3,2,0,17,4,4,1,1.2666
3,2,0,18,2,2,1,2.187
3,2,0,19,1,1,1,1.3318
3,2,0,20,3,3,1,1.7405
3,2,0,21,1,1,1,1.1572
3,2,0,22,1,1,1,1.229
3,2,0,23,3,3,1,1.2648
3,2,0,24,2,2,1,1.7282
3,2,0,25,1,1,1,2.213
3,2,0,26,1,1,1,0.84376
3,2,0,27,3,3,1,0.83537
3,2,0,28,4,4,1,0.95135
3,2,0,29,2,2,1,1.5788
3,2,0,30,2,2,1,1.8988
3,2,0,31,2,2,1,0.74911
3,2,0,32,3,3,1,1.2106
3,2,0,33,3,3,1,2.0174
3,2,0,34,4,4,1,1.4348
3,2,0,35,3,3,1,1.1306
3,2,0,36,4,4,1,1.3135
3,2,0,37,1,1,1,1.5769
3,2,0,38,2,2,1,1.9179
3,2,0,39,4,4,1,0.85601
3,2,0,40,2,2,1,3.0791
3,2,0,41,1,1,1,1.3878
3,2,0,42,2,2,1,1.4185
3,2,0,43,1,1,1,0.99753
3,2,0,44,4,4,1,0.908
3,2,0,45,2,2,1,2.3412
3,2,0,46,2,2,1,0.7991
3,2,0,47,4,4,1,0.94858
3,2,0,48,3,3,1,1.3512
3,2,0,1,3,3,1,1.5538
3,2,0,2,1,1,1,1.0686
3,2,0,3,4,4,1,0.69281
3,2,0,4,2,2,1,0.92831
3,2,0,5,2,2,1,1.2872
3,2,0,6,1,1,1,0.79921
3,2,0,7,3,3,1,1.0685
3,2,0,8,3,3,1,1.2718
3,2,0,9,4,4,1,0.89707
3,2,0,10,3,3,1,1.2201
3,2,0,11,3,3,1,1.0612
3,2,0,12,1,1,1,1.132
3,2,0,13,2,2,1,1.2515
3,2,0,14,3,3,1,2.6926
3,2,0,15,3,3,1,0.59299
3,2,0,16,4,4,1,1.168
3,2,0,17,1,1,1,0.94908
3,2,0,18,3,3,1,2.18
3,2,0,19,4,4,1,1.114
3,2,0,20,1,1,1,1.7862
3,2,0,21,1,1,1,0.65597
3,2,0,22,1,1,1,0.67453
3,2,0,23,2,2,1,1.627
3,2,0,24,1,1,1,0.9875
3,2,0,25,4,4,1,0.75433
3,2,0,26,4,4,1,0.96204
3,2,0,27,2,2,1,1.9883
3,2,0,28,3,3,1,1.683
3,2,0,29,2,2,1,1.1913
3,2,0,30,3,3,1,1.016
3,2,0,31,1,1,1,1.0859
3,2,0,32,2,2,1,1.6303
3,2,0,33,1,1,1,0.96399
3,2,0,34,2,2,1,1.4164
3,2,0,35,4,4,1,0.70404
3,2,0,36,2,2,1,1.8097
3,2,0,37,4,4,1,1.1693
3,2,0,38,4,4,1,0.88749
3,2,0,39,2,2,1,1.3869
3,2,0,40,4,4,1,0.89498
3,2,0,1,2,2,1,1.4286
3,2,0,2,1,1,1,0.86588
3,2,0,3,3,3,1,0.961
3,2,0,4,1,1,1,1.0602
3,2,0,5,3,3,1,0.98837
3,2,0,6,1,1,1,0.68392
3,2,0,7,3,3,1,1.158
3,2,0,8,1,1,1,0.81582
3,2,0,9,4,4,1,1.8013
3,2,0,10,4,4,1,0.84595
3,2,0,11,3,3,1,0.80026
3,2,0,12,2,2,1,0.984
3,2,0,13,3,3,1,0.89353
3,2,0,14,3,3,1,0.91178
3,2,0,15,1,1,1,0.93227
3,2,0,16,4,4,1,0.79465
3,2,0,17,2,2,1,1.3752
3,2,0,18,4,4,1,0.78939
3,2,0,19,4,4,1,0.71534
3,2,0,20,1,1,1,1.0789
3,2,0,21,4,4,1,0.92983
3,2,0,22,2,2,1,1.3372
3,2,0,23,1,1,1,1.0264
3,2,0,24,2,2,1,0.94823
3,2,0,25,2,2,1,0.8474
3,2,0,26,2,2,1,0.56919
3,2,0,27,3,3,1,0.87619
3,2,0,28,4,4,1,0.92829
3,2,0,29,3,3,1,1.004
3,2,0,30,4,4,1,0.64519
3,2,0,31,3,3,1,1.075
3,2,0,32,3,3,1,0.92673
3,2,0,33,2,2,1,0.96415
3,2,0,34,1,2,0,0.6169
3,2,0,35,4,4,1,0.91505
3,2,0,36,1,1,1,0.63569
3,2,0,37,2,2,1,1.519
3,2,0,38,4,4,1,0.79939
3,2,0,39,2,2,1,2.5078
3,2,0,40,1,1,1,0.99725
3,2,0,1,1,1,1,0.87591
3,2,0,2,1,1,1,0.5971
3,2,0,3,4,4,1,0.72323
3,2,0,4,1,1,1,0.6947
3,2,0,5,3,3,1,1.3397
3,2,0,6,3,3,1,0.79554
3,2,0,7,4,4,1,0.74817
3,2,0,8,3,3,1,1.6225
3,2,0,9,4,4,1,0.6239
3,2,0,10,2,2,1,1.2729
3,2,0,11,2,2,1,0.97127
3,2,0,12,4,4,1,1.4645
3,2,0,13,2,2,1,0.82681
3,2,0,14,1,1,1,1.1188
3,2,0,15,2,2,1,1.296
3,2,0,16,3,3,1,0.98897
3,2,0,17,2,2,1,0.89722
3,2,0,18,2,2,1,0.72775
3,2,0,19,4,4,1,0.88343
3,2,0,20,3,3,1,0.74668
3,2,0,21,3,3,1,0.80183
3,2,0,22,3,3,1,0.64677
3,2,0,23,1,1,1,0.80069
3,2,0,24,2,2,1,0.89514
3,2,0,25,1,1,1,0.79533
3,2,0,26,3,3,1,0.90547
3,2,0,27,4,4,1,0.92537
3,2,0,28,1,1,1,0.80687
3,2,0,29,3,3,1,0.84157
3,2,0,30,4,4,1,0.73842
3,2,0,31,2,2,1,0.87891
3,2,0,32,1,1,1,0.66904
3,2,0,33,2,2,1,1.0275
3,2,0,34,4,4,1,1.425
3,2,0,35,3,3,1,1.3948
